,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
4078,Neptune-like,0.227 x Jupiter,0.0835,8.4,0.0,Transit
4079,Neptune-like,2.12 x Earth,0.0951,8.6,0.0,Transit
4080,Super Earth,1.121 x Earth,Unknown,0.4,0.0,Transit
4081,Neptune-like,2.18 x Earth,0.101,13.7,0.0,Transit
4082,Neptune-like,0.272 x Jupiter,0.1256,14.6,0.0,Transit
4083,Super Earth,1.96 x Earth,0.0988,11.3,0.0,Transit
4084,Super Earth,1.37 x Earth,0.0491,4.2,0.0,Transit
4085,Neptune-like,2.11 x Earth,0.1036,11.1,0.0,Transit
4086,Super Earth,1.68 x Earth,0.1817,29.6,0.0,Transit
4087,Super Earth,1.3 x Earth,0.0662,6.4,0.0,Transit
4088,Neptune-like,2.17 x Earth,0.181,27.1,0.0,Transit
4089,Neptune-like,0.213 x Jupiter,0.1174,13.7,0.0,Transit
4090,Neptune-like,0.614 x Jupiter,0.5167,133.5,0.0,Transit
4091,Neptune-like,0.248 x Jupiter,0.1214,15.2,0.0,Transit
4092,Neptune-like,0.31 x Jupiter,0.117,13.5,0.02,Transit
4093,Neptune-like,0.332 x Jupiter,0.187,27.4,0.03,Transit
4094,Neptune-like,0.639 x Jupiter,0.287,52.1,0.03,Transit
4095,Neptune-like,0.311 x Jupiter,0.386,81.1,0.01,Transit
4096,Gas Giant,1.622 x Jupiter,0.06067,4.9,0.0,Transit
4097,Neptune-like,0.254 x Jupiter,0.1106,14.1,0.0,Transit
4098,Super Earth,2.0 x Earth,0.0795,11.4,0.0,Transit
4099,Neptune-like,0.316 x Jupiter,0.2265,40.1,0.0,Transit
4100,Neptune-like,0.338 x Jupiter,0.2678,50.3,0.0,Transit
4101,Super Earth,1.94 x Earth,0.1137,14.4,0.0,Transit
4102,Super Earth,1.14 x Earth,0.0872,9.7,0.0,Transit
4103,Neptune-like,0.258 x Jupiter,0.1978,30.9,0.0,Transit
4104,Super Earth,1.14 x Earth,0.0764,8.1,0.0,Transit
4105,Gas Giant,0.93 x Jupiter,0.4884,117.9,0.0,Transit
4106,Super Earth,1.46 x Earth,0.0116,0.6,0.0,Transit
4107,Neptune-like,0.269 x Jupiter,0.2901,55.6,0.0,Transit
4108,Neptune-like,0.238 x Jupiter,0.0648,7.1,0.0,Transit
4109,Neptune-like,0.244 x Jupiter,0.0792,9.5,0.0,Transit
4110,Super Earth,1.53 x Earth,0.0372,3.1,0.0,Transit
4111,Super Earth,1.6 x Earth,0.0491,4.6,0.0,Transit
4112,Super Earth,1.21 x Earth,0.0175,1,0.0,Transit
4113,Super Earth,1.13 x Earth,Unknown,14.6,0.0,Transit
4114,Super Earth,1.93 x Earth,0.055,4.6,0.0,Transit
4115,Neptune-like,0.241 x Jupiter,0.1583,23.6,0.0,Transit
4116,Neptune-like,0.317 x Jupiter,0.1024,10.1,0.0,Transit
4117,Neptune-like,2.14 x Earth,0.1439,19.1,0.0,Transit
4118,Neptune-like,2.12 x Earth,0.0695,6.1,0.0,Transit
4119,Neptune-like,0.367 x Jupiter,0.0888,8.6,0.0,Transit
4120,Gas Giant,0.914 x Jupiter,0.0895,10.5,0.0,Transit
4121,Gas Giant,0.806 x Jupiter,0.0493,4,0.0,Transit
4122,Neptune-like,0.456 x Jupiter,0.0886,10,0.0,Transit
4123,Neptune-like,0.246 x Jupiter,0.1894,33.2,0.0,Transit
4124,Super Earth,0.216 x Jupiter,0.0522,6,0.0,Transit
4125,Neptune-like,0.211 x Jupiter,0.08347,12,0.0,Transit
4126,Super Earth,1.21 x Earth,0.128,20.8,0.0,Transit
4127,Neptune-like,0.543 x Jupiter,0.5829,127.8,0.0,Transit
4128,Super Earth,1.31 x Earth,0.029,1.9,0.0,Transit
4129,Super Earth,1.77 x Earth,0.0412,3.2,0.0,Transit
4130,Super Earth,1.57 x Earth,0.0507,4.2,0.0,Transit
4131,Super Earth,1.87 x Earth,0.055,4.5,0.0,Transit
4132,Super Earth,1.53 x Earth,0.0453,3.8,0.0,Transit
4133,Super Earth,1.84 x Earth,0.0759,8.2,0.0,Transit
4134,Super Earth,1.25 x Earth,0.0528,4.5,0.0,Transit
4135,Neptune-like,0.502 x Jupiter,0.2742,51.9,0.0,Transit
4136,Super Earth,1.51 x Earth,0.0125,0.6,0.0,Transit
4137,Neptune-like,2.11 x Earth,0.0678,6.9,0.0,Transit
4138,Neptune-like,0.363 x Jupiter,0.1683,26.4,0.0,Transit
4139,Neptune-like,0.476 x Jupiter,0.2626,51.5,0.01,Transit
4140,Super Earth,1.77 x Earth,0.034,2.4,0.0,Transit
4141,Neptune-like,0.22 x Jupiter,0.063,5.9,0.0,Transit
4142,Neptune-like,0.432 x Jupiter(estimate),0.3395,75.7,0.0,Transit Timing Variations
4143,Super Earth,1.7 x Earth,0.1033,11.3,0.0,Transit
4144,Super Earth,1.27 x Earth,0.0603,5.6,0.0,Transit
4145,Super Earth,2.06 x Earth,0.075,7.1,0.0,Transit
4146,Super Earth,2.02 x Earth,0.1139,18.8,0.0,Transit
4147,Super Earth,2.02 x Earth,0.0862,13.3,0.0,Transit
4148,Neptune-like,0.249 x Jupiter,0.107,11.4,0.0,Transit
4149,Neptune-like,0.244 x Jupiter,0.1013,11.4,0.0,Transit
4150,Neptune-like,0.228 x Jupiter,0.1144,16.6,0.0,Transit
4151,Neptune-like,0.244 x Jupiter,0.1266,15.7,0.0,Transit
4152,Neptune-like,0.229 x Jupiter,0.2341,37.8,0.0,Transit
4153,Gas Giant,0.252 x Jupiter,0.07295,9.8,0.0,Transit
4154,Super Earth,0.211 x Jupiter,0.11796,20.1,0.0,Transit
4155,Super Earth,1.94 x Earth,0.051,5.2,0.0,Transit
4156,Gas Giant,1.523 x Jupiter,0.0355,2.5,0.0,Transit
4157,Neptune-like,0.467 x Jupiter,0.479,124.4,0.0,Transit
4158,Super Earth,1.6 x Earth,0.0204,1.2,0.0,Transit
4159,Neptune-like,0.231 x Jupiter,0.0313,2.1,0.0,Transit
4160,Super Earth,1.68 x Earth,0.0298,2.6,0.0,Transit
4161,Super Earth,2.04 x Earth,0.017,0.9,0.0,Transit
4162,Neptune-like,0.221 x Jupiter,0.1399,19.8,0.0,Transit
4163,Super Earth,1.18 x Earth,0.0315,2.3,0.0,Transit
4164,Super Earth,1.7 x Earth,0.072,6.9,0.0,Transit
4165,Gas Giant,0.637 x Jupiter,1.1088,394.6,0.0,Transit
4166,Super Earth,2.23 x Earth,0.0827,8.7,0.0,Transit
4167,Super Earth,0.211 x Jupiter,0.1072,12.9,0.0,Transit
4168,Super Earth,1.38 x Earth,0.052,4.2,0.0,Transit
4169,Neptune-like,0.232 x Jupiter,0.181,27.4,0.0,Transit
4170,Neptune-like,2.2 x Earth,0.25,44.6,0.0,Transit
4171,Super Earth,1.78 x Earth,0.0744,7.2,0.0,Transit
4172,Super Earth,1.68 x Earth,0.0802,8.5,0.0,Transit
4173,Neptune-like,0.227 x Jupiter,0.2654,44.9,0.0,Transit
4174,Super Earth,1.69 x Earth,0.0779,7.2,0.0,Transit
4175,Gas Giant,1.492 x Jupiter,0.0334,2.1,0.0,Transit
4176,Gas Giant,0.745 x Jupiter,0.0762,7.9,0.0,Transit
4177,Gas Giant,0.83 x Jupiter,0.0787,8,0.0,Transit
4178,Neptune-like,0.607 x Jupiter,0.3751,85.4,0.0,Transit
4179,Neptune-like,0.434 x Jupiter,0.3403,76.1,0.0,Transit
4180,Neptune-like,0.276 x Jupiter,0.1345,20.4,0.0,Transit
4181,Super Earth,1.97 x Earth,0.0766,8.3,0.0,Transit
4182,Super Earth,2.18 x Earth,0.1007,12.5,0.0,Transit
4183,Super Earth,1.2 x Earth,0.13,17.9,0.0,Transit
4184,Super Earth,1.27 x Earth,0.163,25.2,0.0,Transit
4185,Neptune-like,0.289 x Jupiter,0.058,5.1,0.0,Transit
4186,Neptune-like,0.203 x Jupiter,0.0463,3.9,0.0,Transit
4187,Neptune-like,2.21 x Earth,0.039,3.1,0.0,Transit
4188,Neptune-like,0.259 x Jupiter,0.122,15.6,0.0,Transit
4189,Neptune-like,0.214 x Jupiter,0.0687,5.8,0.0,Transit
4190,Neptune-like,0.222 x Jupiter,0.1057,14.2,0.0,Transit
4191,Super Earth,1.63 x Earth,0.0331,2.6,0.0,Transit
4192,Neptune-like,0.414 x Jupiter,0.5375,150.2,0.0,Transit
4193,Super Earth,2.05 x Earth,0.0575,5,0.0,Transit
4194,Neptune-like,0.322 x Jupiter,0.2244,40.4,0.0,Transit
4195,Neptune-like,0.248 x Jupiter,0.1539,21.4,0.0,Transit
4196,Neptune-like,0.334 x Jupiter,0.1572,22,0.0,Transit
4197,Super Earth,1.99 x Earth,0.0362,2.6,0.0,Transit
4198,Neptune-like,0.335 x Jupiter,0.1542,20.6,0.0,Transit
4199,Neptune-like,0.352 x Jupiter,0.2234,40.1,0.0,Transit
4200,Neptune-like,0.259 x Jupiter,0.1771,27.5,0.0,Transit
4201,Super Earth,1.43 x Earth,0.0549,5.1,0.0,Transit
4202,Neptune-like,2.12 x Earth,0.1301,18.5,0.0,Transit
4203,Super Earth,1.93 x Earth,0.165,25.9,0.0,Transit
4204,Neptune-like,0.229 x Jupiter,0.2012,33.4,0.0,Transit
4205,Gas Giant,1.204 x Jupiter,0.481,114.7,0.04,Transit
4206,Neptune-like,0.548 x Jupiter,0.676,191.2,0.04,Transit
4207,Neptune-like,0.237 x Jupiter,0.0915,7.7,0.0,Transit
4208,Super Earth,1.78 x Earth,0.0552,4.4,0.0,Transit
4209,Super Earth,1.23 x Earth,0.0449,4,0.0,Transit
4210,Super Earth,1.78 x Earth,0.1055,13,0.0,Transit
4211,Super Earth,1.23 x Earth,0.0622,5.7,0.0,Transit
4212,Neptune-like,0.223 x Jupiter,0.1432,18.1,0.0,Transit
4213,Super Earth,1.52 x Earth,0.067,6.2,0.0,Transit
4214,Super Earth,1.84 x Earth,0.1536,20.4,0.0,Transit
4215,Super Earth,1.13 x Earth,0.0797,7.6,0.0,Transit
4216,Super Earth,1.76 x Earth,0.328,70.7,0.0,Transit
4217,Super Earth,1.09 x Earth,0.0492,3.7,0.0,Transit
4218,Gas Giant,1.17 x Jupiter(estimate),Unknown,3.8,0.41,Radial Velocity
4219,Gas Giant,0.793 x Jupiter,0.2944,52.8,0.0,Transit
4220,Neptune-like,0.572 x Jupiter,0.2881,53.4,0.0,Transit
4221,Neptune-like,0.251 x Jupiter,0.1015,13.8,0.0,Transit
4222,Neptune-like,0.27 x Jupiter,0.0699,6.3,0.0,Transit
4223,Neptune-like,0.248 x Jupiter,0.0916,9.8,0.0,Transit
4224,Super Earth,1.54 x Earth,0.0328,2.8,0.0,Transit
4225,Neptune-like,0.226 x Jupiter,0.5164,144.5,0.0,Transit
4226,Neptune-like,0.213 x Jupiter,0.077,8,0.0,Transit
4227,Super Earth,1.49 x Earth,0.0545,5.9,0.0,Transit
4228,Neptune-like,0.239 x Jupiter,0.1392,19.2,0.0,Transit
4229,Gas Giant,1.416 x Jupiter,0.0474,3.5,0.0,Transit
4230,Super Earth,2.08 x Earth,0.0679,7,0.0,Transit
4231,Super Earth,1.37 x Earth,0.0378,3.5,0.0,Transit
4232,Neptune-like,0.227 x Jupiter,0.223,40.1,0.0,Transit
4233,Super Earth,2.01 x Earth,0.0907,10.4,0.0,Transit
4234,Neptune-like,0.226 x Jupiter,0.302,62.9,0.0,Transit
4235,Super Earth,1.77 x Earth,0.0417,3,0.0,Transit
4236,Super Earth,1.41 x Earth,0.0572,5.1,0.0,Transit
4237,Neptune-like,2.11 x Earth,0.2359,41.7,0.0,Transit
4238,Super Earth,1.2 x Earth,0.1225,15.9,0.0,Transit
4239,Super Earth,1.22 x Earth,0.0247,1.3,0.0,Transit
4240,Super Earth,1.47 x Earth,0.1175,13.9,0.0,Transit
4241,Super Earth,1.31 x Earth,0.074,7,0.0,Transit
4242,Super Earth,1.19 x Earth,0.089,8.7,0.0,Transit
4243,Neptune-like,0.256 x Jupiter,0.32,59.7,0.0,Transit
4244,Neptune-like,0.237 x Jupiter,0.42,91.9,0.0,Transit
4245,Neptune-like,0.257 x Jupiter,0.48,124.9,0.0,Transit
4246,Gas Giant,0.723 x Jupiter,0.71,210.6,0.0,Transit
4247,Gas Giant,1.008 x Jupiter,1.01,331.6,0.0,Transit
4248,Super Earth,1.32 x Earth,Unknown,14.4,0.0,Transit
4249,Terrestrial,0.82 x Earth,0.0382,2.4,0.0,Transit
4250,Neptune-like,0.232 x Jupiter,0.1549,20.3,0.0,Transit
4251,Neptune-like,0.25 x Jupiter,0.0339,2.5,0.0,Transit
4252,Super Earth,2.06 x Earth,0.1009,10.3,0.0,Transit
4253,Neptune-like,0.344 x Jupiter,0.0699,5.9,0.0,Transit
4254,Super Earth,1.38 x Earth,0.0544,4.4,0.0,Transit
4255,Super Earth,1.5 x Earth,0.0566,4.6,0.0,Transit
4256,Super Earth,1.76 x Earth,0.1885,32.3,0.0,Transit
4257,Super Earth,1.91 x Earth,0.0378,3,0.0,Transit
4258,Super Earth,1.74 x Earth,0.0569,4.9,0.0,Transit
4259,Neptune-like,0.201 x Jupiter,0.0981,11,0.0,Transit
4260,Gas Giant,1.367 x Jupiter,0.0731,6.2,0.05,Transit
4261,Neptune-like,0.216 x Jupiter,0.065,6.5,0.0,Transit
4262,Neptune-like,0.339 x Jupiter,0.4029,100.8,0.0,Transit
4263,Neptune-like,0.256 x Jupiter,0.2716,51.3,0.0,Transit
4264,Super Earth,1.42 x Earth,0.0182,0.9,0.0,Transit
4265,Super Earth,1.38 x Earth,0.0715,6.9,0.0,Transit
4266,Neptune-like,0.274 x Jupiter,0.3359,61,0.0,Transit
4267,Neptune-like,0.209 x Jupiter,0.1805,33.9,0.0,Transit
4268,Neptune-like,0.206 x Jupiter,0.2739,52.1,0.0,Transit
4269,Super Earth,1.72 x Earth,0.0866,9.1,0.0,Transit
4270,Super Earth,1.59 x Earth,0.0444,3.9,0.0,Transit
4271,Super Earth,1.11 x Earth,0.0192,0.9,0.0,Transit
4272,Gas Giant,0.313 x Jupiter,0.1174,13.7,0.17,Transit
4273,Neptune-like,0.232 x Jupiter,0.1829,26.7,0.04,Transit
4274,Super Earth,2.067 x Earth,0.2754,49.4,0.07,Transit
4275,Neptune-like,2.13 x Earth,0.3475,71.5,0.0,Transit
4276,Super Earth,1.33 x Earth,0.0719,8,0.0,Transit
4277,Super Earth,1.37 x Earth,0.0279,1.9,0.0,Transit
4278,Neptune-like,0.219 x Jupiter,0.1041,14.2,0.0,Transit
4279,Super Earth,2.09 x Earth,0.2658,55.7,0.0,Transit
4280,Super Earth,1.35 x Earth,0.0527,4.9,0.0,Transit
4281,Super Earth,1.45 x Earth,0.0954,10.6,0.0,Transit
4282,Neptune-like,0.332 x Jupiter,0.3214,67.7,0.0,Transit
4283,Neptune-like,0.238 x Jupiter,0.5545,153.3,0.0,Transit
4284,Neptune-like,2.22 x Earth,0.2689,52.6,0.0,Transit
4285,Super Earth,1.75 x Earth,0.1153,14.9,0.0,Transit
4286,Super Earth,1.569 x Earth,0.053,4.7,0.0,Transit
4287,Gas Giant,Unknown,Unknown,4,0.0,Radial Velocity
4288,Neptune-like,0.298 x Jupiter,0.3059,59.6,0.0,Transit
4289,Neptune-like,0.275 x Jupiter,0.1311,17.4,0.0,Transit
4290,Neptune-like,2.13 x Earth,0.2298,45,0.0,Transit
4291,Neptune-like,0.529 x Jupiter,0.2559,49.8,0.0,Transit
4292,Neptune-like,0.235 x Jupiter,0.2288,43.3,0.0,Transit
4293,Neptune-like,0.235 x Jupiter,0.2037,31,0.0,Transit
4294,Super Earth,1.93 x Earth,0.1002,11.8,0.0,Transit
4295,Neptune-like,0.203 x Jupiter,0.1773,27,0.0,Transit
4296,Super Earth,1.85 x Earth,0.0749,7.8,0.0,Transit
4297,Neptune-like,0.26 x Jupiter,0.0774,8.7,0.0,Transit
4298,Neptune-like,0.313 x Jupiter,0.03106,2.5,0.0,Transit
4299,Gas Giant,1.11 x Jupiter(estimate),Unknown,2.2,0.0,Radial Velocity
4300,Gas Giant,0.801 x Jupiter,0.3982,98.7,0.0,Transit
4301,Neptune-like,0.499 x Jupiter,0.3091,71.5,0.0,Transit
4302,Gas Giant,0.682 x Jupiter,0.5183,130.4,0.0,Transit
4303,Neptune-like,0.376 x Jupiter,0.392,88.4,0.0,Transit
4304,Super Earth,1.19 x Earth,0.0862,9.1,0.0,Transit
4305,Neptune-like,0.207 x Jupiter,0.118,16.8,0.0,Transit
4306,Neptune-like,0.279 x Jupiter,0.1083,14.5,0.0,Transit
4307,Neptune-like,0.268 x Jupiter,0.0596,5.2,0.0,Transit
4308,Neptune-like,0.491 x Jupiter,0.0559,5.9,0.0,Transit
4309,Super Earth,2.06 x Earth,0.0852,9.8,0.0,Transit
4310,Neptune-like,0.391 x Jupiter,0.1633,14.8,0.0,Transit
4311,Neptune-like,0.305 x Jupiter,0.1017,11.5,0.0,Transit
4312,Neptune-like,0.204 x Jupiter,0.0414,3.1,0.0,Transit
4313,Neptune-like,0.227 x Jupiter,0.1245,16.9,0.0,Transit
4314,Super Earth,1.97 x Earth,0.0984,12.1,0.0,Transit
4315,Neptune-like,0.237 x Jupiter,0.0849,10,0.0,Transit
4316,Neptune-like,2.12 x Earth,0.1063,13.5,0.0,Transit
4317,Neptune-like,0.302 x Jupiter,0.512,134.3,0.0,Transit
4318,Neptune-like,0.368 x Jupiter,0.3907,99.7,0.0,Transit
4319,Neptune-like,0.21 x Jupiter,0.1027,13.2,0.0,Transit
4320,Neptune-like,0.326 x Jupiter,0.6253,198.7,0.0,Transit
4321,Super Earth,2.0 x Earth,0.0389,3.7,0.0,Transit
4322,Super Earth,1.69 x Earth,0.052,5.7,0.0,Transit
4323,Super Earth,2.07 x Earth,0.2027,34.2,0.0,Transit
4324,Terrestrial,0.99 x Earth,0.0272,1.7,0.0,Transit
4325,Neptune-like,0.238 x Jupiter,0.1235,16.2,0.0,Transit
4326,Neptune-like,0.247 x Jupiter,0.1107,16.7,0.0,Transit
4327,Neptune-like,2.13 x Earth,0.0827,9.6,0.0,Transit
4328,Neptune-like,0.415 x Jupiter,0.0734,7,0.0,Transit
4329,Super Earth,1.96 x Earth,0.2508,49.6,0.0,Transit
4330,Super Earth,1.57 x Earth,0.0419,4.2,0.0,Transit
4331,Super Earth,1.48 x Earth,0.0303,2,0.0,Transit
4332,Neptune-like,0.353 x Jupiter,0.4217,106,0.0,Transit
4333,Neptune-like,0.234 x Jupiter,0.162,26.9,0.0,Transit
4334,Neptune-like,0.267 x Jupiter,0.2726,49.6,0.0,Transit
4335,Neptune-like,0.243 x Jupiter,0.0753,8.1,0.0,Transit
4336,Super Earth,1.48 x Earth,0.0356,2.6,0.0,Transit
4337,Gas Giant,Unknown,Unknown,2.2,0.0,Radial Velocity
4338,Neptune-like,0.238 x Jupiter,0.1005,11.6,0.0,Transit
4339,Neptune-like,0.206 x Jupiter,0.0535,4.5,0.0,Transit
4340,Neptune-like,0.201 x Jupiter,0.1291,15.8,0.0,Transit
4341,Neptune-like,0.211 x Jupiter,0.3148,60.1,0.0,Transit
4342,Neptune-like,2.12 x Earth,0.2327,43,0.0,Transit
4343,Neptune-like,0.266 x Jupiter,0.4451,116.3,0.0,Transit
4344,Neptune-like,0.211 x Jupiter,0.276,56.4,0.0,Transit
4345,Neptune-like,0.291 x Jupiter,0.4238,105.3,0.0,Transit
4346,Super Earth,2.07 x Earth,0.1085,17.8,0.0,Transit
4347,Neptune-like,2.21 x Earth,0.0734,8,0.0,Transit
4348,Neptune-like,1.99 x Earth,0.0256,1.5,0.0,Transit
4349,Neptune-like,0.232 x Jupiter,0.0883,9.9,0.0,Transit
4350,Super Earth,1.53 x Earth,0.0127,0.5,0.0,Transit
4351,Neptune-like,0.227 x Jupiter,0.3104,82.5,0.0,Transit
4352,Super Earth,1.62 x Earth,0.1339,20.2,0.0,Transit
4353,Neptune-like,0.265 x Jupiter,0.13,22.1,0.0,Transit
4354,Super Earth,1.6 x Earth,0.0177,1.2,0.0,Transit
4355,Neptune-like,0.241 x Jupiter,0.1701,28.3,0.0,Transit
4356,Super Earth,1.98 x Earth,0.0474,3.8,0.0,Transit
4357,Super Earth,1.36 x Earth,0.0397,2.7,0.0,Transit
4358,Neptune-like,0.207 x Jupiter,0.0626,5.7,0.0,Transit
4359,Neptune-like,0.209 x Jupiter,0.0681,6,0.0,Transit
4360,Super Earth,1.48 x Earth,0.0503,4.6,0.0,Transit
4361,Gas Giant,0.74 x Jupiter,0.143,19.2,0.06,Transit
4362,Neptune-like,0.721 x Jupiter,0.227,39,0.07,Transit
4363,Super Earth,1.64 x Earth,0.0273,1.6,0.0,Transit
4364,Unknown,Unknown,Unknown,0.2,0.0,Orbital Brightness Modulation
4365,Unknown,Unknown,Unknown,0.3,0.0,Orbital Brightness Modulation
4366,Unknown,Unknown,Unknown,0.8,0.0,Orbital Brightness Modulation
4367,Gas Giant,1.19 x Jupiter(estimate),Unknown,2.1,0.0,Orbital Brightness Modulation
4368,Neptune-like,0.491 x Jupiter,Unknown,2.3,0.0,Transit
4369,Neptune-like,0.616 x Jupiter,Unknown,3.6,0.0,Transit
4370,Gas Giant,1.13 x Jupiter(estimate),0.8,237.7,0.06,Eclipse Timing Variations
4371,Neptune-like,0.571 x Jupiter,1.1455,440.8,0.0,Transit
4372,Gas Giant,1.27 x Jupiter(estimate),Unknown,1.7,0.0,Orbital Brightness Modulation
4373,Neptune-like,0.589 x Jupiter,Unknown,3.6,0.0,Transit
4374,Gas Giant,1.1 x Jupiter(estimate),Unknown,2.3,0.15,Pulsation Timing Variations
4375,Gas Giant,1.19 x Jupiter(estimate),Unknown,3.3,0.0,Orbital Brightness Modulation
4376,Neptune-like,0.366 x Jupiter,Unknown,31.8,0.0,Transit
4377,Neptune-like,0.214 x Jupiter,Unknown,75.2,0.0,Transit
4378,Neptune-like,0.41 x Jupiter,1.4062,1.6,0.0,Transit
4379,Gas Giant,1.08 x Jupiter(estimate),2.2,4.7,0.0,Gravitational Microlensing
4380,Gas Giant,1.17 x Jupiter(estimate),0.342,243.5,0.0,Gravitational Microlensing
4381,Gas Giant,1.13 x Jupiter(estimate),5.1,17.2,0.0,Gravitational Microlensing
4382,Gas Giant,1.15 x Jupiter(estimate),1.08,5.6,0.0,Gravitational Microlensing
4383,Gas Giant,1.19 x Jupiter(estimate),3.5,9.4,0.0,Gravitational Microlensing
4384,Gas Giant,1.09 x Jupiter(estimate),0.83,2.9,0.0,Gravitational Microlensing
4385,Gas Giant,1.16 x Jupiter(estimate),2.63,6,0.0,Gravitational Microlensing
4386,Gas Giant,1.18 x Jupiter(estimate),3.64,8.7,0.0,Gravitational Microlensing
4387,Gas Giant,1.25 x Jupiter(estimate),0.681,2.3,0.0,Gravitational Microlensing
4388,Neptune-like,0.575 x Jupiter(estimate),3.45,7.4,0.0,Gravitational Microlensing
4389,Gas Giant,1.19 x Jupiter(estimate),1.8,4,0.0,Gravitational Microlensing
4390,Gas Giant,1.25 x Jupiter(estimate),1.6,3.5,0.0,Gravitational Microlensing
4391,Gas Giant,1.19 x Jupiter(estimate),2.14,4.6,0.0,Gravitational Microlensing
4392,Neptune-like,0.238 x Jupiter(estimate),4.27,8.3,0.0,Gravitational Microlensing
4393,Gas Giant,0.804 x Jupiter(estimate),0.62,1.6,0.0,Gravitational Microlensing
4394,Neptune-like,0.208 x Jupiter(estimate),1.305,3.2,0.0,Gravitational Microlensing
4395,Gas Giant,1.15 x Jupiter(estimate),6.03,14.2,0.0,Gravitational Microlensing
4396,Gas Giant,0.937 x Jupiter(estimate),1.449,4,0.0,Gravitational Microlensing
4397,Gas Giant,1.19 x Jupiter(estimate),3.54,8.3,0.0,Gravitational Microlensing
4398,Neptune-like,2.22 x Earth(estimate),3.09,7.9,0.0,Gravitational Microlensing
4399,Gas Giant,1.16 x Jupiter(estimate),0.763,2.2,0.0,Gravitational Microlensing
4400,Gas Giant,1.23 x Jupiter(estimate),4.27,10.6,0.0,Gravitational Microlensing
4401,Gas Giant,1.13 x Jupiter(estimate),0.79,2.3,0.0,Gravitational Microlensing
4402,Neptune-like,0.284 x Jupiter(estimate),3.31,6.9,0.0,Gravitational Microlensing
4403,Gas Giant,1.22 x Jupiter(estimate),2.15,4.6,0.0,Gravitational Microlensing
4404,Gas Giant,1.18 x Jupiter(estimate),3.32,7.7,0.0,Gravitational Microlensing
4405,Gas Giant,1.26 x Jupiter(estimate),Unknown,365,0.0,Gravitational Microlensing
4406,Gas Giant,1.13 x Jupiter(estimate),Unknown,365,0.0,Gravitational Microlensing
4407,Super Earth,1.49 x Earth(estimate),3.14,6.2,0.0,Gravitational Microlensing
4408,Gas Giant,0.94 x Jupiter,0.382,86.6,0.77,Transit
4409,Gas Giant,1.23 x Jupiter,0.154,17.9,0.34,Transit
4410,Gas Giant,1.512 x Jupiter,0.03641,1.8,0.0,Transit
4411,Neptune-like,0.307 x Jupiter,0.098,10.9,0.06,Transit
4412,Gas Giant,1.25 x Jupiter(estimate),0.15525,22.3,0.06,Transit
4413,Super Earth,1.9 x Earth,0.14728,20.4,0.01,Transit
4414,Super Earth,1.9 x Earth,0.112293,13.6,0.01,Transit
4415,Gas Giant,0.79 x Jupiter,0.5135,134.5,0.0,Transit
4416,Neptune-like,0.485 x Jupiter,0.8453,284.2,0.0,Transit
4417,Super Earth,1.13 x Earth,0.1949,34.2,0.0,Transit
4418,Super Earth,0.23 x Jupiter,0.0634,7.7,0.0,Transit
4419,Gas Giant,1.11 x Jupiter,0.0477,3.9,0.0,Transit
4420,Super Earth,1.19 x Earth,0.1462,21.2,0.0,Transit
4421,Super Earth,1.21 x Earth,0.1911,31.8,0.0,Transit
4422,Gas Giant,0.99 x Jupiter,0.534,141.2,0.5,Transit
4423,Gas Giant,0.51 x Earth,0.008,0.4,0.0,Transit
4424,Terrestrial,0.759 x Earth,0.006,0.2,0.0,Orbital Brightness Modulation
4425,Terrestrial,0.867 x Earth,0.0076,0.3,0.0,Orbital Brightness Modulation
4426,Super Earth,1.71 x Earth,0.05119,3.7,0.25,Transit
4427,Neptune-like,0.385 x Jupiter,0.1013,10.4,0.43,Transit
4428,Gas Giant,1.005 x Jupiter,0.1684,22.3,0.02,Transit
4429,Neptune-like,0.585 x Jupiter,0.3046,54.3,0.02,Transit
4430,Gas Giant,1.03 x Jupiter,0.0269,1.7,0.0,Transit
4431,Super Earth,1.39 x Earth,0.02091,1.4,< 0.21,Transit
4432,Terrestrial,0.85 x Earth,0.02191,2.3,0.1,Transit
4433,Super Earth,1.385 x Earth,0.0304,3.7,0.1,Transit
4434,Super Earth,1.521 x Earth,0.0486,7.5,0.07,Transit
4435,Super Earth,1.56 x Earth(estimate),0.0717,12.8,0.13,Radial Velocity
4436,Super Earth,1.635 x Earth,0.0957,24.7,< 0.096,Transit
4437,Super Earth,1.169 x Earth,0.02734,3.8,< 0.274,Transit
4438,Super Earth,1.242 x Earth,0.01848,1.9,0.0,Transit
4439,Terrestrial,0.696 x Earth,0.01251,0.9,< 0.25,Transit
4440,Super Earth,0.982 x Earth,0.0331,3.7,< 0.22,Transit
4441,Super Earth,1.088 x Earth,0.0404,3.8,0.0,Transit
4442,Super Earth,1.303 x Earth,0.00622,0.5,0.0,Transit
4443,Unknown,Unknown,14.7,Infinity,0.0,Direct Imaging
4444,Unknown,Unknown,18.6,Infinity,0.0,Direct Imaging
4445,Neptune-like,0.419 x Jupiter,0.0417,4.1,0.04,Transit
4446,Super Earth,1.12 x Earth,0.00969,0.9,0.0,Transit
4447,Neptune-like,0.206 x Jupiter,0.029392,5,0.0,Transit
4448,Neptune-like,0.331 x Jupiter(estimate),0.0876,14.4,0.18,Radial Velocity
