,planet_type,radius,orbital_radius,orbital_days,eccentricity,detection_method
932,Neptune-like,0.219 x Jupiter(estimate),0.0799,9.6,0.06,Radial Velocity
933,Neptune-like,0.272 x Jupiter(estimate),0.1321,20.4,0.07,Radial Velocity
934,Neptune-like,2.13 x Earth(estimate),0.247,51.8,0.02,Radial Velocity
935,Neptune-like,0.229 x Jupiter(estimate),0.6,197.8,0.29,Radial Velocity
936,Gas Giant,1.18 x Jupiter(estimate),1.4,1.6,0.24,Radial Velocity
937,Gas Giant,1.15 x Jupiter(estimate),0.85,264.1,0.25,Radial Velocity
938,Gas Giant,1.18 x Jupiter(estimate),Unknown,2.6,0.74,Radial Velocity
939,Gas Giant,1.08 x Jupiter(estimate),Unknown,1.3,0.08,Radial Velocity
940,Gas Giant,1.21 x Jupiter(estimate),1.28,1.4,0.9,Radial Velocity
941,Gas Giant,1.21 x Jupiter(estimate),1.67,2.3,< 0.2,Radial Velocity
942,Gas Giant,1.19 x Jupiter(estimate),1.17,431.9,0.52,Radial Velocity
943,Gas Giant,1.19 x Jupiter(estimate),6.95,18.4,0.24,Radial Velocity
944,Gas Giant,1.24 x Jupiter(estimate),1.662,2.3,0.04,Radial Velocity
945,Neptune-like,0.347 x Jupiter(estimate),0.554,149.6,0.19,Radial Velocity
946,Neptune-like,0.368 x Jupiter(estimate),0.12,15.6,0.0,Radial Velocity
947,Gas Giant,1.2 x Jupiter(estimate),1.157,356.2,0.15,Radial Velocity
948,Gas Giant,1.26 x Jupiter(estimate),0.92,327.8,0.83,Radial Velocity
949,Gas Giant,1.18 x Jupiter(estimate),0.238,37.0,0.08,Radial Velocity
950,Gas Giant,1.26 x Jupiter(estimate),1.19,472.3,0.61,Radial Velocity
951,Neptune-like,0.314 x Jupiter(estimate),0.0644,5.9,0.07,Radial Velocity
952,Neptune-like,0.26 x Jupiter(estimate),0.11,13.1,0.07,Radial Velocity
953,Gas Giant,1.2 x Jupiter(estimate),1.92,2.6,0.78,Radial Velocity
954,Gas Giant,0.8 x Jupiter(estimate),0.6813,226.9,0.17,Radial Velocity
955,Gas Giant,1.25 x Jupiter(estimate),0.8972,342.9,0.1,Radial Velocity
956,Gas Giant,1.28 x Jupiter(estimate),0.237,44.1,0.61,Radial Velocity
957,Gas Giant,0.894 x Jupiter(estimate),0.0398,3.0,0.06,Radial Velocity
958,Neptune-like,0.448 x Jupiter(estimate),0.05,4.1,0.04,Radial Velocity
959,Gas Giant,1.16 x Jupiter(estimate),2.395,3.7,0.25,Radial Velocity
960,Gas Giant,1.19 x Jupiter(estimate),1.19,360.2,0.13,Radial Velocity
961,Gas Giant,1.19 x Jupiter(estimate),4.6,7.5,0.23,Radial Velocity
962,Gas Giant,1.19 x Jupiter(estimate),1.28,359.2,0.06,Radial Velocity
963,Gas Giant,1.2 x Jupiter(estimate),1.97,1.9,0.1,Radial Velocity
964,Gas Giant,1.13 x Jupiter(estimate),1.93,2.0,0.2,Radial Velocity
965,Gas Giant,1.1 x Jupiter(estimate),1.14,434.0,0.23,Radial Velocity
966,Gas Giant,1.21 x Jupiter(estimate),1.814,2.1,0.21,Radial Velocity
967,Gas Giant,1.21 x Jupiter(estimate),1.167,400.5,0.07,Radial Velocity
968,Neptune-like,0.553 x Jupiter(estimate),0.06,4.9,0.09,Radial Velocity
969,Gas Giant,1.2 x Jupiter(estimate),3.833,6.7,0.27,Radial Velocity
970,Gas Giant,1.17 x Jupiter(estimate),9.02,23.6,0.0,Radial Velocity
971,Gas Giant,1.15 x Jupiter(estimate),2.353,3.5,0.5,Radial Velocity
972,Neptune-like,0.323 x Jupiter(estimate),0.1059,14.1,0.09,Radial Velocity
973,Neptune-like,0.346 x Jupiter(estimate),0.3809,95.9,0.14,Radial Velocity
974,Gas Giant,1.22 x Jupiter(estimate),0.52,119.3,0.27,Radial Velocity
975,Neptune-like,0.219 x Jupiter,0.1202,14.3,0.08,Transit
976,Neptune-like,0.401 x Jupiter(estimate),0.2416,40.9,0.07,Radial Velocity
977,Gas Giant,1.21 x Jupiter(estimate),1.57,1.7,0.09,Radial Velocity
978,Gas Giant,1.23 x Jupiter(estimate),1.93,2.4,0.18,Radial Velocity
979,Gas Giant,1.16 x Jupiter(estimate),3.18,5.0,0.71,Radial Velocity
980,Gas Giant,1.14 x Jupiter(estimate),0.53,139.4,0.08,Radial Velocity
981,Gas Giant,1.2 x Jupiter(estimate),1.911,2.1,0.06,Radial Velocity
982,Gas Giant,1.12 x Jupiter(estimate),1.2,492.3,0.1,Radial Velocity
983,Gas Giant,1.13 x Jupiter(estimate),0.64,177.1,0.07,Radial Velocity
984,Gas Giant,1.13 x Jupiter(estimate),1.086,299.4,0.05,Radial Velocity
985,Gas Giant,1.13 x Jupiter(estimate),1.5,495.4,0.27,Radial Velocity
986,Gas Giant,1.23 x Jupiter(estimate),0.77,201.9,0.26,Radial Velocity
987,Gas Giant,1.18 x Jupiter(estimate),1.6,1.6,0.03,Radial Velocity
988,Gas Giant,1.19 x Jupiter(estimate),1.64,1.6,0.02,Radial Velocity
989,Neptune-like,2.15 x Earth,0.0719,7.1,0.0,Transit
990,Neptune-like,0.238 x Jupiter,0.1458,20.5,0.0,Transit
991,Gas Giant,1.098 x Jupiter,0.04,2.8,0.0,Radial Velocity
992,Gas Giant,1.27 x Jupiter(estimate),0.94,358.0,0.24,Radial Velocity
993,Neptune-like,0.267 x Jupiter,Unknown,9.1,0.0,Transit
994,Neptune-like,0.259 x Jupiter,Unknown,21.4,0.0,Radial Velocity
995,Neptune-like,0.393 x Jupiter(estimate),0.246,45.8,0.12,Radial Velocity
996,Gas Giant,1.18 x Jupiter(estimate),1.51,1.7,0.11,Radial Velocity
997,Gas Giant,1.27 x Jupiter(estimate),0.14,22.0,0.17,Radial Velocity
998,Gas Giant,1.22 x Jupiter(estimate),1.301,1.6,0.27,Radial Velocity
999,Gas Giant,1.19 x Jupiter(estimate),5.75,14.7,0.17,Radial Velocity
1000,Gas Giant,1.14 x Jupiter(estimate),1.2,480.5,0.07,Radial Velocity
1001,Gas Giant,1.17 x Jupiter(estimate),3.467,6.2,0.49,Radial Velocity
1002,Gas Giant,1.07 x Jupiter(estimate),23.0,106.8,0.32,Radial Velocity
1003,Gas Giant,1.17 x Jupiter(estimate),1.08,352.2,0.17,Radial Velocity
1004,Gas Giant,1.15 x Jupiter(estimate),3.86,6.5,0.76,Radial Velocity
1005,Gas Giant,1.2 x Jupiter(estimate),3.55,6.8,0.1,Radial Velocity
1006,Gas Giant,1.17 x Jupiter(estimate),2.18,3.0,0.03,Radial Velocity
1007,Gas Giant,1.2 x Jupiter(estimate),0.07,6.3,0.12,Radial Velocity
1008,Gas Giant,1.09 x Jupiter(estimate),13.2,43.8,0.45,Radial Velocity
1009,Gas Giant,1.17 x Jupiter(estimate),2.482,3.3,0.19,Radial Velocity
1010,Neptune-like,0.283 x Jupiter(estimate),0.0785,8.7,0.1,Radial Velocity
1011,Neptune-like,0.309 x Jupiter(estimate),0.186,31.6,0.13,Radial Velocity
1012,Neptune-like,0.397 x Jupiter(estimate),0.63,197.0,0.07,Radial Velocity
1013,Gas Giant,1.14 x Jupiter(estimate),1.76,2.3,0.4,Radial Velocity
1014,Gas Giant,1.19 x Jupiter(estimate),3.318,5.8,0.18,Radial Velocity
1015,Gas Giant,0.993 x Jupiter(estimate),1.36,1.7,0.19,Radial Velocity
1016,Gas Giant,1.2 x Jupiter(estimate),1.88,2.4,0.12,Radial Velocity
1017,Gas Giant,1.16 x Jupiter(estimate),4.75,10.0,0.22,Radial Velocity
1018,Gas Giant,1.14 x Jupiter(estimate),0.228,39.5,0.42,Radial Velocity
1019,Gas Giant,1.17 x Jupiter(estimate),2.187,3.4,0.23,Radial Velocity
1020,Gas Giant,1.17 x Jupiter(estimate),0.65,188.3,0.19,Radial Velocity
1021,Gas Giant,1.19 x Jupiter(estimate),1.03,379.1,0.28,Radial Velocity
1022,Gas Giant,1.23 x Jupiter(estimate),2.99,4.8,0.13,Radial Velocity
1023,Neptune-like,0.249 x Jupiter,0.0604,6.4,0.09,Transit
1024,Super Earth,0.213 x Jupiter,0.1242,18.9,0.08,Transit
1025,Gas Giant,1.2 x Jupiter(estimate),0.292,51.6,0.63,Radial Velocity
1026,Gas Giant,1.12 x Jupiter(estimate),3.85,6.8,0.43,Radial Velocity
1027,Gas Giant,1.27 x Jupiter(estimate),2.38,3.4,0.92,Radial Velocity
1028,Gas Giant,1.27 x Jupiter(estimate),0.05,3.5,0.03,Radial Velocity
1029,Gas Giant,1.23 x Jupiter(estimate),1.032,341.2,0.1,Radial Velocity
1030,Gas Giant,1.14 x Jupiter(estimate),8.4,21.6,0.49,Radial Velocity
1031,Gas Giant,1.18 x Jupiter(estimate),1.191,422.9,0.11,Radial Velocity
1032,Gas Giant,0.856 x Jupiter(estimate),0.05,4.0,0.09,Radial Velocity
1033,Gas Giant,1.16 x Jupiter(estimate),1.149,415.4,0.86,Radial Velocity
1034,Neptune-like,0.368 x Jupiter(estimate),0.06,5.7,0.09,Radial Velocity
1035,Gas Giant,1.26 x Jupiter(estimate),0.9,273.1,0.26,Radial Velocity
1036,Neptune-like,0.214 x Jupiter(estimate),0.06,5.4,0.06,Radial Velocity
1037,Neptune-like,0.243 x Jupiter(estimate),0.1134,15.3,0.1,Radial Velocity
1038,Neptune-like,0.216 x Jupiter(estimate),0.1551,24.5,0.21,Radial Velocity
1039,Gas Giant,1.22 x Jupiter(estimate),2.98,5.0,0.58,Radial Velocity
1040,Gas Giant,1.07 x Jupiter,0.4565,111.4,0.93,Radial Velocity
1041,Super Earth,1.613 x Earth,0.0166,0.7,0.0,Transit
1042,Gas Giant,1.15 x Jupiter(estimate),2.878,4.7,0.86,Radial Velocity
1043,Gas Giant,1.13 x Jupiter(estimate),1.94,2.7,0.53,Radial Velocity
1044,Gas Giant,1.18 x Jupiter(estimate),0.81,184.0,0.0,Radial Velocity
1045,Gas Giant,1.06 x Jupiter(estimate),3.3,2.9,0.17,Radial Velocity
1046,Gas Giant,1.19 x Jupiter(estimate),1.58,1.9,0.07,Radial Velocity
1047,Gas Giant,1.2 x Jupiter(estimate),1.18306,441.5,0.16,Radial Velocity
1048,Gas Giant,1.2 x Jupiter(estimate),0.74345,220.1,0.37,Radial Velocity
1049,Gas Giant,0.855 x Jupiter(estimate),0.533,159.0,0.2,Radial Velocity
1050,Gas Giant,1.25 x Jupiter(estimate),0.0406,3.0,0.01,Radial Velocity
1051,Gas Giant,1.21 x Jupiter(estimate),8.0,22.6,0.76,Radial Velocity
1052,Gas Giant,1.25 x Jupiter(estimate),2.45,3.6,0.15,Radial Velocity
1053,Neptune-like,0.55 x Jupiter(estimate),1.373,2.2,0.5,Radial Velocity
1054,Super Earth,1.72 x Earth(estimate),0.26,58.4,0.11,Radial Velocity
1055,Gas Giant,1.19 x Jupiter(estimate),0.76,227.0,0.3,Radial Velocity
1056,Gas Giant,1.21 x Jupiter(estimate),0.0346,2.1,0.01,Radial Velocity
1057,Gas Giant,1.28 x Jupiter(estimate),2.73,4.5,0.06,Radial Velocity
1058,Super Earth,2.16 x Earth,0.049,4.0,0.08,Transit
1059,Gas Giant,1.13 x Jupiter(estimate),2.86,4.0,0.7,Radial Velocity
1060,Gas Giant,1.1 x Jupiter(estimate),3.02,4.5,0.72,Radial Velocity
1061,Gas Giant,1.16 x Jupiter(estimate),2.72,3.5,0.17,Radial Velocity
1062,Gas Giant,1.1 x Jupiter(estimate),0.117,13.5,0.05,Radial Velocity
1063,Gas Giant,1.21 x Jupiter(estimate),3.58,7.5,0.53,Radial Velocity
1064,Gas Giant,1.23 x Jupiter(estimate),0.0479,3.4,0.03,Radial Velocity
1065,Gas Giant,1.19 x Jupiter(estimate),3.27,5.9,0.2,Radial Velocity
1066,Neptune-like,0.66 x Jupiter,0.1066,11.8,0.22,Transit
1067,Gas Giant,1.12 x Jupiter(estimate),0.917,256.8,0.68,Radial Velocity
1068,Neptune-like,0.395 x Jupiter(estimate),0.25,49.8,0.31,Radial Velocity
1069,Gas Giant,1.23 x Jupiter(estimate),2.2,3.2,0.12,Radial Velocity
1070,Gas Giant,1.16 x Jupiter(estimate),0.97,325.8,0.35,Radial Velocity
1071,Gas Giant,1.16 x Jupiter(estimate),10.5,31.8,0.46,Radial Velocity
1072,Gas Giant,1.09 x Jupiter(estimate),9.62,28.4,0.21,Radial Velocity
1073,Gas Giant,1.2 x Jupiter(estimate),0.477,143.6,0.14,Radial Velocity
1074,Super Earth,1.88 x Earth(estimate),0.0756,7.3,< 0.295,Radial Velocity
1075,Neptune-like,0.229 x Jupiter(estimate),0.112,13.2,< 0.2,Radial Velocity
1076,Neptune-like,0.258 x Jupiter(estimate),0.2565,45.9,0.09,Radial Velocity
1077,Gas Giant,1.25 x Jupiter(estimate),0.189,30.1,0.2,Radial Velocity
1078,Gas Giant,1.2 x Jupiter(estimate),0.654,192.9,0.06,Radial Velocity
1079,Gas Giant,1.22 x Jupiter(estimate),2.74,4.3,0.14,Radial Velocity
1080,Gas Giant,1.15 x Jupiter(estimate),55.7,328.8,0.0,Direct Imaging
1081,Gas Giant,1.22 x Jupiter(estimate),1.36,464.4,0.12,Radial Velocity
1082,Gas Giant,1.17 x Jupiter(estimate),3.33,4.9,0.28,Radial Velocity
1083,Gas Giant,1.11 x Jupiter(estimate),1.28,482.0,0.11,Radial Velocity
1084,Gas Giant,0.347 x Jupiter,0.262,55.1,0.2,Radial Velocity
1085,Gas Giant,1.13 x Jupiter(estimate),3.386,6.0,0.04,Radial Velocity
1086,Neptune-like,0.335 x Jupiter(estimate),2.94,8.1,0.13,Radial Velocity
1087,Gas Giant,1.16 x Jupiter(estimate),5.15,12.0,0.06,Radial Velocity
1088,Gas Giant,1.22 x Jupiter(estimate),1.11,362.5,0.17,Radial Velocity
1089,Gas Giant,1.08 x Jupiter(estimate),1.42,1.8,0.3,Radial Velocity
1090,Gas Giant,1.25 x Jupiter(estimate),1.332,498.0,0.69,Radial Velocity
1091,Neptune-like,0.261 x Jupiter(estimate),0.0777,8.1,< 0.138,Radial Velocity
1092,Super Earth,1.69 x Earth(estimate),0.141,19.9,< 0.293,Radial Velocity
1093,Neptune-like,0.322 x Jupiter(estimate),0.424,103.5,0.27,Radial Velocity
1094,Gas Giant,1.22 x Jupiter(estimate),1.24,1.4,0.41,Radial Velocity
1095,Gas Giant,1.18 x Jupiter(estimate),130.0,957.3,0.0,Disk Kinematics
1096,Super Earth,2.12 x Earth,0.0805,9.5,0.05,Radial Velocity
1097,Gas Giant,1.2 x Jupiter(estimate),1.26,433.8,0.08,Radial Velocity
1098,Gas Giant,1.13 x Jupiter(estimate),6.57,16.5,0.86,Radial Velocity
1099,Gas Giant,1.19 x Jupiter(estimate),1.864,2.7,0.23,Radial Velocity
1100,Gas Giant,1.28 x Jupiter(estimate),1.11,439.3,0.09,Radial Velocity
1101,Gas Giant,1.23 x Jupiter(estimate),1.08,310.4,0.2,Radial Velocity
1102,Neptune-like,0.448 x Jupiter(estimate),0.12,17.0,0.25,Radial Velocity
1103,Gas Giant,1.22 x Jupiter(estimate),1.98,2.3,0.25,Radial Velocity
1104,Gas Giant,1.14 x Jupiter(estimate),Unknown,3.5,0.41,Radial Velocity
1105,Gas Giant,1.12 x Jupiter(estimate),0.81,184.2,0.02,Radial Velocity
1106,Neptune-like,0.325 x Jupiter(estimate),0.243,55.2,0.18,Radial Velocity
1107,Gas Giant,1.19 x Jupiter(estimate),0.72,144.3,0.09,Radial Velocity
1108,Gas Giant,1.21 x Jupiter(estimate),1.134,499.5,0.55,Radial Velocity
1109,Gas Giant,1.18 x Jupiter(estimate),0.706,232.1,0.16,Radial Velocity
1110,Gas Giant,1.2 x Jupiter(estimate),2.84,4.1,0.21,Radial Velocity
1111,Super Earth,0.22 x Jupiter,0.0906,9.1,0.2,Transit
1112,Gas Giant,1.18 x Jupiter(estimate),0.25,57.4,0.17,Radial Velocity
1113,Gas Giant,1.16 x Jupiter(estimate),0.0696,6.7,0.14,Radial Velocity
1114,Gas Giant,1.22 x Jupiter(estimate),0.549,147.7,0.16,Radial Velocity
1115,Gas Giant,1.26 x Jupiter(estimate),1.94,2.7,0.19,Radial Velocity
1116,Gas Giant,1.24 x Jupiter(estimate),0.492,160.0,0.31,Radial Velocity
1117,Neptune-like,0.322 x Jupiter(estimate),0.217,41.5,0.16,Radial Velocity
1118,Neptune-like,0.247 x Jupiter(estimate),0.256,60.7,0.17,Radial Velocity
1119,Gas Giant,0.708 x Jupiter(estimate),3.805,9.5,0.16,Radial Velocity
1120,Neptune-like,0.259 x Jupiter,Unknown,15.6,0.0,Transit
1121,Neptune-like,0.228 x Jupiter,Unknown,31.7,0.0,Transit
1122,Neptune-like,0.353 x Jupiter,Unknown,3.1,0.0,Transit
1123,Neptune-like,0.492 x Jupiter,Unknown,131.0,0.0,Transit
1124,Gas Giant,0.91 x Jupiter,Unknown,3.0,0.0,Transit
1125,Neptune-like,0.347 x Jupiter(estimate),0.176,34.2,0.25,Radial Velocity
1126,Neptune-like,0.456 x Jupiter(estimate),0.112,17.8,0.5,Radial Velocity
1127,Gas Giant,1.21 x Jupiter(estimate),0.89,345.7,0.52,Radial Velocity
1128,Gas Giant,1.09 x Jupiter(estimate),7.7,24.7,0.14,Radial Velocity
1129,Neptune-like,0.256 x Jupiter(estimate),0.063,7.8,0.2,Radial Velocity
1130,Neptune-like,0.318 x Jupiter(estimate),0.099,15.1,0.2,Radial Velocity
1131,Gas Giant,1.16 x Jupiter(estimate),3.73,7.1,0.12,Radial Velocity
1132,Neptune-like,0.214 x Jupiter(estimate),0.07,8.1,0.19,Radial Velocity
1133,Gas Giant,1.27 x Jupiter(estimate),0.178,32.0,0.05,Radial Velocity
1134,Gas Giant,1.27 x Jupiter(estimate),1.01,431.7,0.27,Radial Velocity
1135,Gas Giant,1.27 x Jupiter(estimate),0.17,30.0,0.05,Radial Velocity
1136,Gas Giant,1.12 x Jupiter(estimate),0.565,124.6,0.23,Radial Velocity
1137,Gas Giant,1.28 x Jupiter(estimate),0.177,28.1,0.14,Radial Velocity
1138,Gas Giant,1.24 x Jupiter(estimate),0.316,67.3,0.12,Radial Velocity
1139,Gas Giant,1.5 x Jupiter,92.0,630.7,0.0,Direct Imaging
1140,Gas Giant,1.14 x Jupiter(estimate),2.81,3.0,0.13,Radial Velocity
1141,Gas Giant,2.03 x Jupiter,0.01782,1.0,0.0,Transit
1142,Gas Giant,0.898 x Jupiter,Unknown,7.0,0.06,Transit
1143,Gas Giant,1.11 x Jupiter(estimate),4.91,7.0,0.59,Radial Velocity
1144,Gas Giant,1.21 x Jupiter(estimate),0.46,88.9,0.05,Radial Velocity
1145,Gas Giant,1.14 x Jupiter(estimate),3.82,5.8,0.17,Radial Velocity
1146,Gas Giant,1.12 x Jupiter(estimate),20.25,47.5,0.72,Radial Velocity
1147,Neptune-like,0.406 x Jupiter(estimate),0.335,87.2,0.21,Radial Velocity
1148,Gas Giant,1.18 x Jupiter(estimate),2.1,2.3,0.07,Radial Velocity
1149,Gas Giant,2.0 x Jupiter,30.0,128.8,0.5,Direct Imaging
1150,Gas Giant,1.2 x Jupiter(estimate),2.02,2.5,0.42,Radial Velocity
1151,Gas Giant,1.07 x Jupiter(estimate),740.0,12738.7,0.0,Direct Imaging
1152,Gas Giant,1.08 x Jupiter(estimate),345.0,3311.0,0.0,Direct Imaging
1153,Gas Giant,1.19 x Jupiter(estimate),0.36,111.7,0.29,Radial Velocity
1154,Gas Giant,1.14 x Jupiter(estimate),2.8,4.3,0.16,Radial Velocity
1155,Gas Giant,1.25 x Jupiter(estimate),0.031,2.2,0.09,Radial Velocity
1156,Gas Giant,1.2 x Jupiter(estimate),1.26,453.9,0.08,Radial Velocity
1157,Gas Giant,1.23 x Jupiter(estimate),0.06,5.1,0.02,Radial Velocity
1158,Neptune-like,0.268 x Jupiter,0.0787,7.7,0.32,Transit
1159,Neptune-like,0.244 x Jupiter,0.089,10.3,0.16,Transit
1160,Neptune-like,0.278 x Jupiter(estimate),0.124,16.8,< 0.25,Radial Velocity
1161,Gas Giant,1.08 x Jupiter(estimate),2.55,2.9,0.61,Radial Velocity
1162,Gas Giant,1.051 x Jupiter,773.0,20692.2,0.0,Direct Imaging
1163,Gas Giant,1.11 x Jupiter,20.3,80.3,0.0,Direct Imaging
1164,Gas Giant,1.17 x Jupiter(estimate),18.0,74.0,0.84,Radial Velocity
1165,Gas Giant,1.19 x Jupiter(estimate),0.92,302.8,0.14,Radial Velocity
1166,Super Earth,2.085 x Earth,0.048,3.6,< 0.3,Transit
1167,Super Earth,1.939 x Earth,0.0674,6.0,< 0.19,Transit
1168,Neptune-like,2.164 x Earth,0.1027,11.2,< 0.28,Transit
1169,Gas Giant,1.2 x Jupiter,68.0,465.8,0.0,Direct Imaging
1170,Gas Giant,1.2 x Jupiter,38.0,189.0,< 0.5,Direct Imaging
1171,Gas Giant,1.2 x Jupiter,24.0,101.4,< 0.6,Direct Imaging
1172,Gas Giant,1.17 x Jupiter,16.4,57.0,0.15,Direct Imaging
1173,Gas Giant,1.14 x Jupiter(estimate),3.6,6.5,0.0,Eclipse Timing Variations
1174,Gas Giant,1.15 x Jupiter(estimate),5.4,12.0,0.51,Eclipse Timing Variations
1175,Gas Giant,1.09 x Jupiter(estimate),4.69,12.7,0.4,Eclipse Timing Variations
1176,Gas Giant,1.14 x Jupiter(estimate),2.038,2.0,0.18,Radial Velocity
1177,Gas Giant,1.1 x Jupiter(estimate),1.453,1.4,0.7,Radial Velocity
1178,Gas Giant,1.09 x Jupiter(estimate),19.4,68.5,0.46,Radial Velocity
1179,Neptune-like,0.346 x Jupiter,0.0301,1.7,0.0,Transit
1180,Super Earth,2.0 x Earth,0.1124,14.7,0.1,Transit
1181,Super Earth,1.3 x Earth,Unknown,9.9,0.1,Transit
1182,Super Earth,1.79 x Earth,0.0242,2.0,0.09,Transit
1183,Neptune-like,0.32 x Jupiter,0.0833,8.3,0.0,Transit
1184,Gas Giant,1.426 x Jupiter,0.0475,3.3,0.0,Transit
1185,Gas Giant,0.476 x Jupiter,0.0581,4.7,0.18,Transit
1186,Neptune-like,0.343 x Jupiter,0.137,19.3,0.31,Transit
1187,Super Earth,0.228 x Jupiter,0.1027,13.9,0.08,Transit
1188,Super Earth,1.82 x Earth,0.057,5.4,0.13,Transit
1189,Neptune-like,0.301 x Jupiter(estimate),0.1166,15.7,0.07,Radial Velocity
1190,Gas Giant,1.083 x Jupiter,0.0642,5.8,0.0,Transit
1191,Gas Giant,0.932 x Jupiter,0.0943,11.4,0.08,Transit
1192,Gas Giant,1.076 x Jupiter,0.143,20.3,0.14,Transit
1193,Terrestrial,0.69 x Earth,0.048,4.7,0.06,Transit
1194,Super Earth,2.03 x Earth,0.0189,1.3,0.06,Transit
1195,Super Earth,2.06 x Earth,0.0492,5.4,0.15,Transit
1196,Neptune-like,0.227 x Jupiter,0.245,50.9,0.2,Transit
1197,Neptune-like,0.226 x Jupiter,0.0698,7.7,0.07,Transit
1198,Gas Giant,0.674 x Jupiter,0.2257,39.9,0.0,Transit
1199,Super Earth,2.01 x Earth,0.078,9.6,0.14,Transit
1200,Gas Giant,0.671 x Jupiter,0.0629,5.2,0.22,Transit
1201,Super Earth,1.16 x Earth,0.0373,2.2,0.21,Transit
1202,Neptune-like,0.246 x Jupiter,0.1649,31.0,0.06,Transit
1203,Neptune-like,0.259 x Jupiter,0.049,6.4,0.08,Transit
1204,Neptune-like,2.18 x Earth,0.121,21.8,0.08,Transit
1205,Super Earth,1.97 x Earth,0.0656,7.4,0.06,Transit
1206,Gas Giant,0.747 x Jupiter,0.0411,3.6,0.12,Transit
1207,Super Earth,1.42 x Earth,0.056,5.7,0.23,Transit
1208,Super Earth,1.04 x Earth,0.057,8.2,0.13,Transit
1209,Neptune-like,0.208 x Jupiter,0.0802,8.3,0.0,Transit
1210,Super Earth,1.25 x Earth,0.032,2.5,0.17,Transit
1211,Super Earth,1.5 x Earth,0.0095,0.4,0.0,Transit
1212,Gas Giant,1.3 x Jupiter,0.0916,9.2,0.29,Transit
1213,Super Earth,1.34 x Earth,0.03194,3.1,0.0,Transit
1214,Super Earth,1.603 x Earth,0.04341,4.9,0.0,Transit
1215,Super Earth,2.003 x Earth,0.07487,11.0,0.0,Transit
1216,Super Earth,1.73 x Earth,0.1346,26.6,0.0,Transit
1217,Terrestrial,0.99 x Earth,Unknown,8.0,0.1,Transit
1218,Neptune-like,0.26 x Jupiter,0.11728,17.3,0.13,Transit
1219,Super Earth,1.45 x Earth,Unknown,25.6,0.14,Transit
1220,Terrestrial,0.64 x Earth,0.0058,0.2,0.0,Transit
1221,Super Earth,1.51 x Earth,0.03385,2.4,0.05,Transit
1222,Neptune-like,0.205 x Jupiter,0.04461,3.6,0.05,Transit
1223,Super Earth,0.213 x Jupiter,0.05893,5.4,0.04,Transit
1224,Neptune-like,0.302 x Jupiter,0.0782,8.3,0.08,Transit
1225,Terrestrial,0.259 x Jupiter,0.10447,12.8,0.06,Transit
1226,Neptune-like,0.269 x Jupiter,0.23109,42.0,0.06,Transit
1227,Gas Giant,0.813 x Jupiter,0.1796,28.4,0.12,Transit
1228,Super Earth,1.89 x Earth,0.2114,39.9,0.0,Transit
1229,Gas Giant,1.21 x Jupiter,0.068,6.6,0.0,Transit
1230,Super Earth,1.51 x Earth,0.00716,0.3,0.0,Transit
1231,Neptune-like,0.624 x Jupiter,Unknown,7.7,0.0,Transit
1232,Super Earth,2.05 x Earth,0.0248,2.6,0.13,Transit
1233,Super Earth,2.19 x Earth,0.0327,4.0,0.08,Transit
1234,Terrestrial,0.73 x Earth,0.0159,1.0,0.0,Transit
1235,Super Earth,1.33 x Earth,0.0454,4.4,0.0,Transit
1236,Super Earth,1.73 x Earth,0.0616,6.9,0.0,Transit
1237,Super Earth,1.64 x Earth,0.0774,9.8,0.0,Transit
1238,Super Earth,1.64 x Earth,0.083,11.3,0.0,Transit
1239,Neptune-like,0.429 x Jupiter,0.0627,8.4,0.14,Transit
1240,Super Earth,2.0 x Earth,0.0727,10.6,0.0,Transit
1241,Super Earth,1.49 x Earth,0.0373,3.8,0.0,Transit
1242,Neptune-like,0.204 x Jupiter,0.1716,32.6,0.0,Transit
1243,Super Earth,2.0 x Earth,0.0614,7.5,0.0,Transit
1244,Super Earth,1.99 x Earth,0.0405,3.7,0.0,Transit
1245,Super Earth,2.07 x Earth,0.0677,8.0,0.0,Transit
1246,Super Earth,1.8 x Earth,0.0562,6.3,0.0,Transit
1247,Neptune-like,0.232 x Jupiter,0.0946,13.9,0.0,Transit
1248,Super Earth,1.9 x Earth,0.1937,40.7,0.0,Transit
1249,Super Earth,1.1 x Earth,0.0149,0.8,0.0,Transit
1250,Terrestrial,1.0 x Earth,Unknown,0.4,0.0,Transit
1251,Neptune-like,0.236 x Jupiter,0.0887,10.1,0.0,Transit
1252,Super Earth,1.28 x Earth,0.0622,5.9,0.0,Transit
1253,Neptune-like,0.202 x Jupiter,0.1013,12.4,0.0,Transit
1254,Neptune-like,0.221 x Jupiter,0.091,11.8,0.0,Transit
1255,Neptune-like,0.284 x Jupiter,Unknown,3.7,0.0,Transit
1256,Neptune-like,0.546 x Jupiter,Unknown,9.3,0.0,Transit
1257,Super Earth,1.44 x Earth,0.0795,9.5,0.0,Transit
1258,Neptune-like,0.22 x Jupiter,Unknown,6.7,0.0,Transit
1259,Neptune-like,0.29 x Jupiter,Unknown,17.4,0.0,Transit
1260,Super Earth,1.274 x Earth,Unknown,2.4,0.0,Transit
1261,Super Earth,1.554 x Earth,Unknown,4.4,0.0,Transit
1262,Neptune-like,0.236 x Jupiter,Unknown,14.1,0.0,Transit
1263,Neptune-like,2.19 x Earth,0.0858,8.5,0.0,Transit
